fico_score,income,debt_to_income,num_open_trades,utilization_rate,inquiries_last_6m,loan_amount,term,apr,channel,product_type,employment_length,state,age,default_12m
781,90822,0.35,4,0.6,2,20859,36,21.97,Partner,Personal,2,MI,34,0
848,56163,0.18,16,0.08,3,39852,60,17.67,Mail,Personal,11,IL,34,1
633,103167,0.32,8,0.06,9,48335,36,32.2,Direct,Personal,34,FL,63,0
735,151009,0.64,18,0.99,3,48183,60,22.96,Direct,Debt_Consolidation,40,FL,57,0
595,179665,0.13,15,0.85,5,1889,36,30.04,Direct,Home_Improvement,9,Other,27,1
563,49126,0.66,16,0.1,3,9418,36,16.41,Partner,Personal,33,TX,69,0
691,160519,0.36,7,0.88,2,40910,36,11.71,Mail,Auto,28,NC,72,1
807,133770,0.0,2,0.85,4,20008,60,19.97,Partner,Home_Improvement,,IL,28,0
576,99243,0.06,6,0.09,10,44918,36,25.22,Mail,Auto,4,IL,47,1
791,35933,0.23,18,0.12,5,40755,36,21.05,Direct,Personal,37,NC,49,0
709,28093,0.42,16,0.01,7,30183,36,9.6,Direct,Personal,32,IL,39,0
694,43897,0.55,9,0.19,6,16704,36,5.6,Direct,Auto,3,CA,26,0
809,125944,0.0,9,0.69,4,11469,60,26.98,Partner,Home_Improvement,5,IL,24,0
605,105329,0.75,17,0.36,7,14383,36,8.53,Mail,Home_Improvement,26,NY,75,0
822,93486,0.64,19,0.42,8,23103,60,10.63,Direct,Debt_Consolidation,15,MI,75,1
751,179277,0.18,20,0.76,,29683,36,16.65,Direct,Business,7,CA,30,1
584,138072,0.71,15,0.77,0,22940,36,30.22,Direct,Personal,38,MI,67,1
755,41573,0.36,10,0.74,5,38733,36,5.87,Direct,Personal,29,NY,57,0
675,67918,0.63,8,0.88,4,8215,36,22.78,Direct,Personal,37,PA,56,1
747,59759,0.31,9,0.35,5,27565,36,13.79,Direct,Debt_Consolidation,9,TX,21,0
828,40619,0.0,2,0.93,4,17510,36,9.16,Partner,Home_Improvement,14,CA,69,0
827,150242,0.75,14,0.16,3,32774,36,13.59,Direct,Debt_Consolidation,1,OH,46,0
669,55777,0.74,9,0.01,9,47810,36,10.39,Direct,Personal,32,NC,21,0
746,50585,0.14,14,0.47,8,41848,36,8.03,Partner,Auto,27,CA,47,0
661,189282,0.03,20,0.98,2,35165,60,27.16,Partner,Personal,33,CA,74,0
749,124498,0.06,13,0.11,8,25952,36,23.85,Partner,Personal,39,TX,56,0
843,124627,0.28,7,0.29,4,23543,60,26.98,Direct,Debt_Consolidation,1,FL,29,0
680,153969,0.38,18,0.86,,31154,36,27.09,Partner,Home_Improvement,20,FL,33,0
748,92526,0.55,9,0.55,8,25835,60,22.35,Direct,Auto,27,GA,67,0
827,106117,0.51,14,0.46,4,5438,36,5.94,Direct,Auto,5,FL,55,0
649,159594,0.02,16,0.23,5,4613,60,19.64,Direct,Debt_Consolidation,15,CA,43,0
578,24071,0.26,11,0.66,,21265,36,5.3,Direct,Business,31,Other,43,0
677,25317,0.17,6,0.44,6,46893,36,10.75,Direct,Debt_Consolidation,12,NY,58,0
728,33810,0.68,9,0.22,3,11368,36,16.4,Partner,Home_Improvement,10,OH,59,0
672,94037,0.77,14,0.85,6,49752,36,15.06,Partner,Personal,2,FL,43,1
662,150612,0.3,18,0.5,5,20718,36,20.2,Direct,Debt_Consolidation,,Other,34,0
626,121100,0.07,12,0.13,4,2569,60,28.8,Partner,Auto,15,CA,30,0
621,169634,0.03,15,0.06,6,42490,36,32.68,Partner,Home_Improvement,32,Other,30,0
673,38300,0.77,7,0.71,2,3825,60,5.6,Mail,Personal,17,NY,42,0
764,199915,0.47,14,0.89,3,49721,60,13.69,Direct,Debt_Consolidation,38,MI,24,0
666,172137,0.47,11,0.51,6,37890,60,8.99,Direct,Debt_Consolidation,3,CA,39,1
761,87163,0.79,3,0.42,5,1220,36,12.52,Direct,Personal,13,NC,38,0
756,135336,0.23,12,0.72,5,39755,36,26.61,Partner,Personal,13,CA,36,0
748,168240,0.2,10,0.58,8,4691,36,7.95,Direct,Home_Improvement,26,CA,39,0
637,113935,0.09,1,0.27,7,1872,60,15.15,Partner,Debt_Consolidation,8,CA,60,0
569,22404,0.28,12,0.37,6,35581,36,19.47,Direct,Business,19,GA,50,0
556,26800,0.47,4,0.45,7,36467,36,13.22,Mail,Home_Improvement,8,FL,30,0
622,92661,0.23,7,0.22,3,5603,36,14.2,Direct,Home_Improvement,35,FL,70,0
806,40776,0.71,4,0.95,6,45925,36,14.69,Direct,Personal,25,CA,73,0
634,88912,0.02,15,0.52,8,43394,36,13.91,Direct,Personal,38,PA,63,1
711,130926,0.31,14,0.96,8,16294,36,12.32,Direct,Personal,1,PA,74,0
730,163817,0.38,7,0.37,0,45356,36,25.59,Direct,Auto,33,FL,21,1
684,192601,0.0,16,0.95,9,11806,36,16.08,Partner,Home_Improvement,26,PA,70,0
716,112708,0.03,19,0.92,8,11084,36,33.47,Partner,Debt_Consolidation,34,Other,47,0
717,195191,0.73,6,0.74,8,47061,36,5.41,Partner,Home_Improvement,36,Other,39,0
775,126646,0.65,4,0.67,4,24730,36,26.32,Partner,Home_Improvement,36,CA,46,1
661,172222,0.19,1,0.47,4,44297,36,9.49,Direct,Debt_Consolidation,,FL,23,0
746,35140,0.28,12,0.23,10,49897,36,6.03,Partner,Home_Improvement,4,TX,68,0
685,173192,0.05,4,0.08,6,25058,36,21.14,Mail,Auto,,FL,59,0
720,79249,0.21,14,0.84,10,1794,36,23.9,Direct,Business,18,NY,59,0
651,167865,0.41,16,0.33,7,20035,36,20.28,Direct,Home_Improvement,40,NY,36,1
832,140623,0.06,17,0.51,9,38213,60,5.78,Direct,Auto,11,NY,72,0
694,70594,0.6,18,0.61,3,17292,36,13.97,Partner,Personal,32,CA,74,1
733,41664,0.18,11,0.23,4,14863,60,18.1,Direct,Home_Improvement,31,CA,69,0
720,59495,0.48,0,0.59,1,47864,36,15.7,Direct,Home_Improvement,25,Other,60,1
659,105136,0.25,7,0.47,5,38194,36,18.48,Direct,Personal,23,Other,42,0
834,109095,0.42,14,0.15,8,7694,36,26.15,Direct,Home_Improvement,2,OH,59,0
552,40138,0.66,1,0.59,5,5473,36,27.87,Direct,Home_Improvement,3,TX,51,1
728,174563,0.25,11,0.31,9,35227,36,16.36,Partner,Debt_Consolidation,4,IL,40,0
553,196347,0.59,5,0.52,2,27623,60,16.9,Direct,Personal,9,CA,61,0
850,195258,0.27,13,0.42,4,15657,36,16.79,Direct,Personal,3,PA,35,1
756,159077,0.33,14,0.25,7,10853,36,20.81,Partner,Debt_Consolidation,13,NC,62,0
565,20818,,9,0.13,5,3848,60,21.93,Partner,Auto,11,FL,30,0
624,89939,0.02,14,0.86,4,24563,36,21.11,Direct,Personal,25,TX,58,0
601,59342,0.05,8,0.04,0,38938,60,31.97,Mail,Debt_Consolidation,4,Other,23,0
829,173374,0.72,15,0.45,8,29138,60,24.79,Partner,Personal,35,GA,67,1
770,183607,,2,0.91,4,11317,36,26.22,Direct,Debt_Consolidation,33,IL,75,0
612,27374,0.33,9,0.31,1,4299,36,9.07,Direct,Personal,30,NY,55,0
846,194775,0.17,8,0.6,6,6334,36,8.04,Mail,Personal,,FL,36,0
610,182052,0.42,8,0.61,0,36246,36,17.2,Partner,Home_Improvement,6,TX,51,0
606,131634,,12,0.72,,20325,36,23.58,Partner,Debt_Consolidation,6,NC,52,0
751,76615,0.21,19,0.84,3,3146,36,19.35,Direct,Home_Improvement,30,NC,55,0
687,194856,0.19,17,0.27,10,25384,36,10.24,Partner,Debt_Consolidation,33,IL,52,0
675,133751,0.08,5,0.31,7,37822,36,33.34,Direct,Home_Improvement,2,Other,24,1
797,112346,,11,0.9,3,5482,60,27.41,Mail,Personal,10,CA,41,1
616,181585,0.73,1,0.24,9,24342,36,34.88,Direct,Personal,21,MI,68,1
780,157171,0.53,4,0.68,9,43220,60,12.58,Direct,Debt_Consolidation,31,CA,24,1
778,69911,0.7,15,0.48,4,25186,60,15.59,Direct,Personal,27,PA,27,0
731,78054,0.09,17,0.41,1,12315,36,6.62,Mail,Personal,35,GA,47,1
799,163084,0.35,1,0.61,2,33668,36,7.43,Direct,Debt_Consolidation,37,TX,69,0
715,25261,0.29,15,0.84,6,17023,36,31.87,Mail,Personal,19,Other,58,1
784,119191,0.47,5,0.61,1,22937,60,12.9,Mail,Debt_Consolidation,28,TX,60,0
648,51406,0.04,17,0.73,,28741,36,16.29,Partner,Auto,20,OH,46,1
828,179076,0.69,3,0.13,6,3819,60,26.38,Direct,Home_Improvement,0,PA,51,0
608,187382,0.58,17,0.28,0,15832,36,11.84,Partner,Debt_Consolidation,37,Other,52,1
707,191441,0.22,2,0.82,3,3855,36,28.94,Direct,Home_Improvement,6,CA,31,0
595,158457,0.23,6,0.58,5,35298,60,21.71,Direct,Debt_Consolidation,26,FL,65,1
695,133633,0.15,12,0.67,3,19142,36,25.15,Direct,Personal,9,PA,62,0
600,73355,0.49,4,0.52,8,27553,60,9.61,Direct,Personal,15,Other,68,1
635,35966,0.01,0,0.46,7,10731,36,11.72,Direct,Auto,31,Other,74,1
596,122422,0.49,3,0.25,8,16691,36,6.49,Partner,Auto,19,OH,29,0
626,49384,0.2,0,0.84,0,1756,60,29.59,Direct,Auto,26,PA,69,0
687,101052,0.71,12,0.04,1,8288,36,14.1,Mail,Auto,37,Other,38,0
706,30831,0.59,11,0.61,3,21133,36,6.85,Partner,Personal,30,NY,72,0
828,43860,0.62,6,0.91,4,26979,36,15.79,Partner,Business,2,CA,66,0
723,46423,0.22,3,0.1,7,24672,36,30.92,Direct,Home_Improvement,20,FL,27,1
677,35472,0.74,18,0.05,6,8540,36,20.11,Direct,Debt_Consolidation,34,CA,73,0
596,157734,0.38,0,0.04,1,48903,60,6.43,Direct,Personal,32,NY,57,0
687,38486,0.69,12,0.26,7,17541,36,14.68,Mail,Personal,24,PA,26,0
767,39965,0.18,18,0.02,6,46478,36,34.23,Direct,Personal,33,CA,72,1
643,108587,0.75,3,0.13,9,46835,60,6.39,Partner,Debt_Consolidation,29,GA,70,1
789,123206,0.32,13,0.34,2,4456,60,21.27,Partner,Personal,24,NC,27,0
637,127840,0.25,0,0.67,3,26987,36,11.31,Direct,Home_Improvement,1,TX,38,1
590,86660,0.01,8,0.04,,48267,36,10.56,Direct,Business,25,MI,21,1
701,75217,0.05,11,0.13,8,44634,60,25.74,Direct,Personal,6,GA,56,0
833,38407,0.1,6,0.29,9,20257,60,15.12,Partner,Debt_Consolidation,24,CA,74,0
587,46560,0.3,15,0.77,3,38640,36,18.56,Partner,Personal,8,TX,43,0
808,169125,0.72,11,0.78,3,20523,60,8.61,Direct,Business,8,CA,31,0
848,149868,0.17,12,0.68,1,24797,36,26.2,Direct,Home_Improvement,21,IL,24,1
835,106401,0.05,6,0.95,5,16621,36,6.05,Direct,Auto,14,PA,33,0
752,110119,0.26,0,0.86,8,8327,36,28.51,Direct,Personal,30,CA,23,1
569,198159,0.68,1,0.96,8,22143,60,23.18,Mail,Debt_Consolidation,31,FL,28,1
606,191968,0.51,9,0.8,7,40074,36,24.58,Partner,Home_Improvement,29,CA,45,0
792,129328,0.25,8,0.51,9,14137,36,30.84,Partner,Business,4,Other,38,0
778,88168,0.57,13,0.89,2,17565,36,21.02,Direct,Personal,32,CA,46,0
682,172247,0.16,17,0.56,8,46374,36,9.8,Mail,Debt_Consolidation,5,TX,65,0
609,181278,0.68,15,0.04,7,19333,36,33.55,Direct,Personal,34,NY,51,0
807,140184,0.34,5,0.99,1,5383,60,20.44,Mail,Business,15,NY,74,1
808,89656,0.25,11,0.76,10,15224,36,15.27,Partner,Home_Improvement,9,NY,73,0
756,89347,0.71,9,0.52,4,14462,60,17.38,Partner,Home_Improvement,3,Other,33,1
714,106300,0.78,7,0.78,6,19429,36,17.55,Partner,Personal,31,CA,63,1
626,171763,0.63,16,0.58,8,25548,36,21.89,Mail,Personal,31,Other,42,0
651,156722,0.54,19,0.67,2,18625,36,32.7,Partner,Personal,12,Other,73,0
634,85564,0.53,6,0.37,1,26394,36,10.01,Direct,Personal,34,CA,58,1
824,166251,0.48,8,0.4,10,31817,36,30.54,Direct,Home_Improvement,36,CA,37,1
616,134611,0.11,7,0.59,2,44549,36,31.62,Direct,Home_Improvement,14,PA,56,1
684,195189,0.5,19,0.25,10,3826,36,25.38,Direct,Auto,36,NY,67,1
837,139468,0.22,8,0.43,0,31029,36,20.97,Partner,Home_Improvement,4,CA,53,0
739,173963,0.13,3,0.41,10,11916,60,7.6,Partner,Business,27,Other,54,1
576,48205,0.2,2,0.94,5,36082,36,15.69,Partner,Personal,19,CA,74,0
763,78574,0.51,9,0.47,4,41946,36,9.64,Partner,Auto,,NY,32,0
649,61243,0.45,7,0.75,10,41713,36,34.94,Partner,Debt_Consolidation,4,Other,74,0
786,179665,0.77,18,0.67,,44681,60,23.76,Direct,Debt_Consolidation,22,MI,52,0
607,174029,0.45,2,0.2,8,13198,60,19.97,Partner,Business,9,TX,67,0
726,175456,0.14,17,0.48,1,5144,36,33.09,Direct,Debt_Consolidation,1,CA,71,0
668,103228,0.6,16,0.51,9,41101,36,9.37,Partner,Home_Improvement,23,CA,32,0
739,153808,0.09,17,0.29,1,10772,60,5.38,Partner,Debt_Consolidation,26,CA,51,0
592,60780,0.31,5,0.64,1,21445,36,26.0,Partner,Personal,11,FL,41,1
600,159228,0.76,13,0.37,10,28760,36,27.16,Partner,Personal,10,FL,69,1
733,54087,0.6,0,0.21,5,8647,36,14.12,Direct,Auto,15,CA,53,0
616,72637,0.75,5,0.22,9,45408,36,8.96,Mail,Personal,6,NC,33,0
692,191294,0.66,15,0.06,4,33164,36,25.91,Direct,Debt_Consolidation,11,OH,36,0
793,91464,0.47,12,0.92,4,24971,36,26.11,Direct,Auto,11,NY,66,0
661,135598,0.27,16,0.22,1,27147,36,26.22,Partner,Auto,26,IL,32,0
764,143125,0.26,5,0.3,7,25274,60,12.31,Partner,Home_Improvement,38,FL,56,0
815,193133,0.56,18,0.05,3,45068,36,32.52,Direct,Home_Improvement,3,FL,55,1
842,95043,0.68,10,0.4,3,37227,60,13.08,Partner,Personal,,FL,60,0
841,128689,0.67,11,0.71,6,17315,36,6.48,Partner,Personal,8,Other,52,0
821,150656,0.69,8,0.02,6,3003,60,6.28,Partner,Home_Improvement,26,Other,22,1
744,148070,,12,0.55,6,30245,36,18.66,Direct,Home_Improvement,21,NY,26,1
774,134126,0.77,7,0.56,9,45615,36,18.2,Direct,Auto,3,Other,54,0
552,50911,0.7,8,1.07,4,33994,36,31.37,Direct,Home_Improvement,5,GA,66,1
783,161189,0.66,10,0.34,0,6064,36,23.74,Direct,Debt_Consolidation,0,OH,53,0
611,69647,0.42,15,0.44,5,23704,36,12.52,Direct,Debt_Consolidation,33,IL,51,1
726,162486,0.36,18,0.98,8,42720,36,5.52,Partner,Personal,22,CA,45,0
619,76372,0.06,4,0.05,4,18715,36,29.81,Direct,Auto,24,PA,55,0
687,149904,0.74,18,0.18,8,31927,36,30.97,Direct,Personal,20,IL,56,0
621,78915,0.76,11,0.24,6,4863,60,32.54,Mail,Debt_Consolidation,20,CA,33,0
658,72594,0.1,4,0.4,0,1242,60,19.34,Direct,Business,27,NY,74,0
715,186173,0.01,10,0.25,9,7859,36,18.53,Direct,Debt_Consolidation,21,IL,21,0
766,28084,0.73,5,0.4,4,13752,36,19.3,Mail,Home_Improvement,8,NY,50,0
683,149702,0.33,16,0.23,5,30206,36,22.29,Direct,Personal,19,Other,41,0
614,138051,0.59,2,0.62,3,34937,36,15.03,Partner,Personal,12,FL,67,0
786,47766,0.19,1,0.97,6,45257,60,12.49,Direct,Business,33,OH,69,0
622,165945,0.66,3,0.33,7,25381,60,26.95,Mail,Personal,31,GA,54,1
571,31829,0.4,5,0.97,10,36213,36,31.02,Direct,Home_Improvement,10,OH,60,0
849,98594,0.66,3,0.84,9,3631,36,28.15,Direct,Debt_Consolidation,8,NY,68,1
582,101944,0.28,9,0.57,9,17138,60,28.99,Partner,Personal,12,Other,43,1
738,159964,0.55,3,0.84,8,15475,36,27.31,Partner,Personal,2,GA,44,0
720,112525,0.08,1,0.75,3,16141,36,11.98,Mail,Personal,21,NY,65,0
645,33941,0.17,2,0.56,4,38557,60,20.8,Partner,Home_Improvement,21,FL,43,1
840,49078,0.19,4,0.77,7,30160,36,31.49,Direct,Debt_Consolidation,32,GA,33,0
671,84048,0.66,10,0.42,7,21004,36,18.18,Mail,Personal,0,IL,27,0
832,74329,0.47,11,0.97,3,42044,36,15.82,Direct,Debt_Consolidation,28,CA,62,1
580,117228,0.17,11,0.84,5,8475,60,9.67,Direct,Home_Improvement,19,NY,33,0
752,141383,0.33,11,0.87,7,15744,36,22.29,Partner,Personal,1,NY,46,1
592,159672,0.43,12,0.87,2,21772,60,18.23,Direct,Debt_Consolidation,3,NC,43,0
743,135463,0.69,15,0.86,10,45291,36,12.47,Direct,Personal,7,FL,51,0
641,96549,0.34,6,0.07,4,6793,60,5.05,Direct,Debt_Consolidation,20,TX,22,0
573,112571,0.09,0,0.2,7,16265,36,30.36,Partner,Personal,38,FL,36,0
784,153795,0.28,4,0.93,0,48060,36,11.68,Partner,Business,10,Other,75,0
660,194702,0.6,16,0.39,6,46166,36,6.8,Partner,Auto,35,NC,57,0
707,121847,0.0,17,0.56,9,42501,60,6.59,Direct,Personal,40,IL,57,0
842,79857,0.79,6,0.59,4,29396,36,20.1,Partner,Personal,17,CA,23,0
774,196168,0.44,3,0.22,10,2613,36,28.19,Direct,Personal,26,Other,34,1
829,108169,0.33,13,0.88,5,13289,36,22.15,Partner,Auto,14,IL,26,0
627,31480,0.3,3,0.67,10,19502,36,27.99,Partner,Personal,5,NY,44,1
733,198925,0.71,14,0.52,2,10752,60,18.94,Direct,Auto,22,Other,41,0
845,59405,0.57,5,0.69,3,24801,36,23.21,Partner,Debt_Consolidation,10,MI,24,0
819,69700,0.22,12,0.89,9,32419,60,6.81,Direct,Home_Improvement,16,TX,50,0
725,97097,0.37,15,0.66,9,39266,36,31.76,Partner,Debt_Consolidation,25,Other,62,0
699,170865,0.39,0,0.38,8,34794,36,26.27,Partner,Auto,18,IL,31,0
725,125628,0.62,3,0.99,10,38881,36,9.83,Mail,Debt_Consolidation,,OH,38,0
610,124341,0.58,14,0.24,5,32632,36,7.5,Direct,Business,14,FL,69,1
722,88425,0.18,13,0.53,4,29152,36,12.25,Partner,Debt_Consolidation,12,CA,54,0
709,93654,0.16,17,0.04,4,30665,60,29.44,Partner,Personal,20,Other,67,0
839,135147,0.14,9,0.48,4,32319,36,25.85,Partner,Home_Improvement,11,NC,64,1
675,27559,0.79,3,0.42,0,6051,36,6.75,Direct,Business,29,FL,41,0
701,128453,0.39,17,0.72,4,6904,36,29.47,Mail,Business,27,CA,42,0
707,197329,0.34,0,0.0,9,18168,36,6.25,Direct,Debt_Consolidation,6,CA,48,0
715,152309,0.46,9,0.11,1,44655,36,26.56,Mail,Debt_Consolidation,37,PA,60,0
645,132434,0.78,0,0.35,5,43095,36,29.0,Partner,Personal,17,Other,72,0
607,92599,0.29,9,0.21,10,37849,36,16.73,Direct,Home_Improvement,35,Other,42,0
768,112774,0.01,3,0.3,0,8666,60,17.66,Direct,Personal,27,Other,60,0
768,44693,0.16,2,0.14,0,48282,60,28.32,Direct,Debt_Consolidation,23,CA,29,0
766,59738,0.02,14,0.61,6,11554,36,12.51,Direct,Debt_Consolidation,18,GA,41,1
587,153148,0.14,13,0.29,0,4644,36,11.33,Partner,Home_Improvement,17,TX,30,0
597,68340,0.54,2,0.01,1,2087,36,10.51,Partner,Auto,22,NC,36,0
604,34746,,15,0.01,7,37900,36,26.25,Partner,Debt_Consolidation,4,Other,70,0
553,136674,0.38,18,0.14,5,15411,36,34.64,Direct,Home_Improvement,,Other,22,0
601,119290,0.09,6,0.17,0,4609,36,6.39,Partner,Personal,0,CA,75,0
807,124585,0.8,17,0.7,10,44374,36,19.69,Direct,Auto,18,FL,30,0
623,90610,0.51,5,0.34,8,44861,36,23.39,Partner,Auto,32,NY,65,1
779,46580,0.59,17,0.86,4,26250,36,28.66,Partner,Home_Improvement,14,CA,39,1
614,108840,0.8,9,0.17,9,30450,36,19.06,Partner,Auto,27,NY,27,0
758,154714,0.72,10,0.08,1,35939,36,20.33,Partner,Debt_Consolidation,39,CA,63,0
812,194435,,11,0.82,5,26697,36,18.95,Partner,Debt_Consolidation,19,FL,61,1
573,169098,0.74,2,0.93,0,2037,36,15.02,Direct,Debt_Consolidation,18,IL,71,0
814,38199,0.58,0,0.87,10,22450,60,34.81,Direct,Debt_Consolidation,26,NC,57,1
726,112054,0.61,0,0.68,6,5118,60,26.18,Direct,Home_Improvement,19,NC,70,0
728,179416,0.04,7,0.61,2,30622,60,22.78,Mail,Personal,40,OH,57,0
669,36161,0.7,7,0.01,9,11740,60,24.22,Direct,Debt_Consolidation,5,MI,41,0
594,53313,0.09,0,0.94,5,22777,60,20.6,Direct,Business,3,GA,43,0
709,94779,0.45,10,0.37,7,38695,60,11.98,Partner,Home_Improvement,25,TX,42,1
820,27409,0.37,17,0.14,7,3268,60,28.97,Partner,Debt_Consolidation,33,OH,63,0
604,112159,0.26,4,0.54,10,9000,36,32.87,Partner,Personal,33,CA,54,1
593,71152,0.56,16,0.91,1,14615,36,33.53,Direct,Debt_Consolidation,1,FL,49,0
648,161047,0.65,19,0.28,8,4908,36,10.08,Partner,Home_Improvement,15,OH,73,0
808,152797,0.68,16,0.69,9,3816,36,8.54,Partner,Personal,20,NY,72,0
679,154610,0.42,6,0.31,9,2195,36,11.05,Partner,Auto,28,Other,22,0
779,63635,0.3,16,0.83,4,18603,36,21.63,Direct,Debt_Consolidation,28,TX,47,1
649,98632,0.08,8,0.65,8,37413,36,26.74,Direct,Personal,39,Other,69,0
790,20403,0.48,3,0.46,7,48175,60,23.08,Direct,Home_Improvement,14,NY,26,1
565,163367,0.13,1,0.94,2,41659,36,19.92,Direct,Debt_Consolidation,26,MI,24,1
687,87481,0.65,1,0.54,10,42391,36,19.7,Direct,Debt_Consolidation,27,Other,22,0
761,170410,0.31,8,0.84,3,41354,36,32.76,Partner,Personal,28,Other,71,0
783,124771,0.23,6,0.84,6,26445,36,28.54,Direct,Personal,15,NY,38,0
805,182672,0.4,10,0.22,9,47994,36,19.0,Direct,Personal,26,Other,25,1
789,47238,0.25,2,0.26,9,39935,36,34.86,Partner,Home_Improvement,20,MI,54,0
669,39677,0.06,18,0.92,2,28873,36,13.25,Partner,Personal,31,NC,65,0
681,41910,0.1,7,0.7,7,1248,60,24.86,Direct,Personal,15,CA,42,0
737,165748,0.14,16,0.37,6,13319,36,13.67,Direct,Debt_Consolidation,18,NY,26,0
759,38648,0.71,1,0.69,8,24009,36,26.96,Direct,Personal,14,Other,31,0
746,186954,0.68,13,0.77,4,25829,36,33.77,Direct,Debt_Consolidation,24,CA,54,1
715,73828,0.03,11,0.47,6,7059,36,23.22,Mail,Personal,12,CA,75,0
839,106235,0.74,12,0.07,0,14608,60,34.71,Direct,Home_Improvement,7,GA,22,1
681,193685,0.58,15,0.29,8,45033,36,30.07,Direct,Personal,15,Other,21,1
713,105494,0.11,9,0.8,3,42730,36,15.38,Direct,Personal,40,FL,66,1
775,33055,0.35,11,0.91,,17144,36,29.5,Partner,Debt_Consolidation,14,FL,65,1
843,142223,0.45,17,0.7,9,45156,36,29.64,Partner,Home_Improvement,39,IL,24,1
557,150739,0.77,2,0.41,0,21788,36,32.86,Partner,Home_Improvement,27,OH,47,1
692,133969,0.25,20,0.76,0,43044,36,19.52,Direct,Personal,2,PA,25,0
690,188798,,17,0.17,6,12200,36,33.55,Direct,Debt_Consolidation,17,Other,41,0
657,75717,,3,0.88,4,45726,36,32.34,Partner,Debt_Consolidation,29,Other,59,0
592,64107,0.09,11,0.77,2,39665,60,23.18,Mail,Personal,23,FL,62,1
554,108386,,15,0.44,8,1092,36,11.16,Direct,Personal,14,GA,64,0
559,160903,0.42,3,0.68,5,9986,36,29.53,Mail,Personal,39,IL,23,0
800,109128,0.25,7,0.37,9,40698,36,15.31,Partner,Home_Improvement,8,TX,27,0
644,61411,0.57,5,0.87,10,36845,36,24.01,Partner,Home_Improvement,4,PA,57,0
694,123529,0.14,9,0.14,0,26867,60,21.13,Direct,Personal,10,CA,30,0
850,83921,0.43,18,0.47,9,30441,36,13.68,Partner,Debt_Consolidation,9,CA,44,0
626,93950,0.22,20,0.99,8,9158,60,33.56,Partner,Debt_Consolidation,17,Other,40,0
786,68746,0.65,7,0.75,9,12737,36,34.99,Direct,Debt_Consolidation,20,PA,59,1
776,111435,0.36,17,0.53,1,17103,36,32.71,Direct,Personal,17,NY,37,0
832,112732,0.72,14,0.34,3,48338,36,10.48,Partner,Business,9,Other,45,1
715,183059,0.13,19,0.03,2,7018,36,16.69,Partner,Personal,40,CA,62,1
651,44631,0.45,20,0.78,1,46527,36,13.44,Direct,Auto,0,NY,47,0
637,174647,0.13,5,0.2,7,38151,60,13.59,Partner,Personal,11,CA,38,0
816,193827,0.55,0,0.08,5,49054,36,34.37,Direct,Debt_Consolidation,7,TX,47,0
635,154029,0.07,20,0.52,9,40873,36,5.06,Direct,Home_Improvement,,GA,27,0
656,124634,0.69,19,0.65,10,11235,36,17.68,Direct,Debt_Consolidation,15,FL,22,0
843,70175,,3,0.44,6,17897,36,17.55,Partner,Personal,4,FL,62,0
666,43801,0.4,16,0.28,7,40927,60,8.97,Direct,Home_Improvement,40,CA,33,0
833,195438,0.44,10,0.93,8,3222,36,12.64,Partner,Home_Improvement,27,Other,40,0
709,42449,0.47,1,0.39,9,11837,36,29.5,Direct,Personal,34,PA,52,0
810,172514,0.15,17,0.29,5,49125,60,30.55,Mail,Home_Improvement,13,MI,69,1
821,137326,0.75,17,0.5,10,19235,36,6.16,Partner,Debt_Consolidation,17,Other,47,1
680,109889,0.41,16,0.07,5,32920,60,15.1,Direct,Personal,4,GA,45,1
618,109924,0.45,1,0.51,6,32485,60,32.47,Partner,Personal,33,FL,55,0
779,177237,0.25,7,0.1,9,1240,60,11.0,Partner,Personal,24,TX,39,0
665,74855,0.11,13,0.09,6,31811,36,10.59,Partner,Home_Improvement,15,NC,24,1
628,44250,0.35,5,0.36,1,21196,60,8.93,Partner,Home_Improvement,15,NC,48,0
569,134034,0.46,13,0.04,0,29153,36,25.47,Mail,Debt_Consolidation,16,GA,38,0
740,179221,0.04,16,0.8,4,16525,36,11.97,Partner,Home_Improvement,22,Other,72,1
577,129413,0.77,13,0.37,0,46340,36,6.59,Mail,Personal,20,Other,39,0
728,195330,0.68,9,0.63,2,28413,36,19.17,Direct,Personal,6,CA,60,0
574,37394,0.39,2,0.56,2,37376,36,12.97,Partner,Personal,8,CA,27,1
560,95208,0.77,4,0.41,3,2048,60,13.37,Direct,Home_Improvement,24,Other,71,0
744,188286,0.17,13,0.19,5,39680,36,21.81,Direct,Auto,16,PA,67,0
731,143704,0.47,2,0.53,8,14466,36,10.55,Partner,Debt_Consolidation,5,CA,62,0
664,111284,0.38,1,0.29,6,15937,36,12.97,Direct,Home_Improvement,18,PA,28,0
746,102900,0.21,18,0.75,3,18870,36,7.6,Direct,Business,26,FL,27,0
558,94901,0.41,13,0.02,4,9990,36,22.08,Direct,Personal,29,FL,60,1
707,69333,0.61,17,0.95,2,15737,36,22.71,Partner,Business,6,Other,52,0
617,134291,0.69,16,0.96,4,24554,60,9.88,Partner,Debt_Consolidation,17,CA,22,1
620,197297,0.43,3,0.87,6,30413,60,21.22,Direct,Debt_Consolidation,22,Other,63,1
652,83173,0.1,5,0.38,4,13800,36,14.16,Partner,Debt_Consolidation,33,FL,33,0
776,193627,0.04,18,0.49,1,48712,36,22.31,Partner,Debt_Consolidation,12,NY,49,0
